temperature,signal
545.7791,-7.16054
546.2612,-7.15466
546.7434,-7.15012
547.2255,-7.1467
547.7076,-7.14416
548.1898,-7.14222
548.6719,-7.14044
549.1541,-7.13824
549.6362,-7.135
550.1183,-7.13012
550.6005,-7.12316
551.0826,-7.11385
551.5648,-7.10209
552.0469,-7.088
552.5291,-7.07187
553.0112,-7.05411
553.4933,-7.03523
553.9755,-7.0158
554.4576,-6.99637
554.9397,-6.97748
555.4219,-6.95957
555.904,-6.94306
556.3861,-6.92827
556.8683,-6.91548
557.3504,-6.90486
557.8325,-6.89638
558.3147,-6.88974
558.7968,-6.88429
559.2789,-6.87915
559.7611,-6.87334
560.2432,-6.86606
560.7253,-6.85682
561.2075,-6.84548
561.6896,-6.83223
562.1718,-6.8175
562.6539,-6.80179
563.136,-6.78556
563.6182,-6.76922
564.1003,-6.75305
564.5825,-6.73737
565.0646,-6.7225
565.5468,-6.7088
566.0289,-6.69649
566.511,-6.68561
566.9932,-6.67584
567.4753,-6.66661
567.9574,-6.6572
568.4396,-6.64692
568.9217,-6.63532
569.4038,-6.62223
569.886,-6.6077
570.3681,-6.59198
570.8502,-6.57534
571.3324,-6.55796
571.8145,-6.54004
572.2966,-6.52171
572.7787,-6.50316
573.2609,-6.48468
573.743,-6.46658
574.2252,-6.44919
574.7073,-6.43263
575.1895,-6.4169
575.6716,-6.40186
576.1537,-6.38733
576.6359,-6.37309
577.118,-6.35896
577.6002,-6.34469
578.0823,-6.32995
578.5644,-6.31434
579.0466,-6.29748
579.5287,-6.27907
580.0108,-6.25903
580.493,-6.23757
580.9751,-6.21514
581.4572,-6.19234
581.9394,-6.16977
582.4215,-6.14785
582.9036,-6.12675
583.3858,-6.10651
583.8679,-6.08708
584.35,-6.06848
584.8322,-6.05088
585.3143,-6.03448
585.7964,-6.01945
586.2786,-6.00581
586.7607,-5.99332
587.2429,-5.98157
587.725,-5.97003
588.2072,-5.95821
588.6893,-5.94578
589.1714,-5.93258
589.6536,-5.91859
590.1357,-5.90394
590.6179,-5.88873
591.1,-5.87306
591.5821,-5.85706
592.0643,-5.84088
592.5464,-5.82473
593.0285,-5.80884
593.5107,-5.79336
593.9928,-5.77833
594.4749,-5.7636
594.9571,-5.7489
595.4392,-5.73395
595.9213,-5.71853
596.4035,-5.7026
596.8856,-5.68624
597.3677,-5.66968
597.8499,-5.6532
598.332,-5.637
598.8141,-5.62121
599.2963,-5.60586
599.7784,-5.59086
600.2606,-5.57603
600.7427,-5.56117
601.2249,-5.54603
601.707,-5.5304
602.1891,-5.51412
602.6713,-5.49716
603.1534,-5.47963
603.6356,-5.46176
604.1177,-5.44385
604.5998,-5.42612
605.082,-5.40865
605.5641,-5.39125
606.0462,-5.37355
606.5284,-5.35502
607.0105,-5.33513
607.4926,-5.31355
607.9748,-5.29017
608.4569,-5.26524
608.939,-5.2392
609.4212,-5.21265
609.9033,-5.18619
610.3854,-5.1603
610.8676,-5.13539
611.3497,-5.11175
611.8318,-5.08955
612.314,-5.06889
612.7961,-5.04973
613.2783,-5.03187
613.7604,-5.01497
614.2426,-4.99858
614.7247,-4.98223
615.2068,-4.96554
615.689,-4.94829
616.1711,-4.93045
616.6533,-4.91213
617.1354,-4.89351
617.6175,-4.87476
618.0997,-4.85595
618.5818,-4.83707
619.0639,-4.81803
619.5461,-4.79869
620.0282,-4.77893
620.5103,-4.75874
620.9925,-4.73815
621.4746,-4.71731
621.9567,-4.6964
622.4388,-4.67561
622.921,-4.65511
623.4031,-4.63498
623.8853,-4.61521
624.3674,-4.59575
624.8495,-4.5765
625.3317,-4.55735
625.8138,-4.53829
626.296,-4.51937
626.7781,-4.50077
627.2603,-4.48271
627.7424,-4.46539
628.2245,-4.44903
628.7067,-4.43374
629.1888,-4.41961
629.6709,-4.40668
630.1531,-4.39493
630.6352,-4.3843
631.1173,-4.37468
631.5995,-4.36581
632.0816,-4.3574
632.5637,-4.34907
633.0459,-4.34045
633.528,-4.33133
634.0101,-4.32162
634.4923,-4.31147
634.9744,-4.30106
635.4565,-4.29062
635.9387,-4.2803
636.4208,-4.2701
636.903,-4.25992
637.3851,-4.24965
637.8672,-4.23921
638.3494,-4.22869
638.8315,-4.21833
639.3137,-4.20853
639.7958,-4.19977
640.278,-4.19249
640.7601,-4.18701
641.2422,-4.1835
641.7244,-4.18193
642.2065,-4.18204
642.6886,-4.18347
643.1708,-4.18569
643.6529,-4.18816
644.135,-4.19036
644.6172,-4.19185
645.0993,-4.19235
645.5814,-4.19164
646.0636,-4.18965
646.5457,-4.18638
647.0278,-4.18192
647.51,-4.17651
647.9921,-4.17052
648.4742,-4.16451
648.9564,-4.1593
649.4385,-4.15595
649.9207,-4.15568
650.4028,-4.15954
650.8849,-4.16766
651.3671,-4.17883
651.8492,-4.1908
652.3314,-4.20146
652.8135,-4.20969
653.2957,-4.21536
653.7778,-4.21888
654.2599,-4.22083
654.7421,-4.22174
655.2242,-4.22189
655.7063,-4.22137
656.1885,-4.22006
656.6706,-4.21776
657.1527,-4.21438
657.6349,-4.20994
658.117,-4.20461
658.5991,-4.19859
659.0813,-4.192
659.5634,-4.18478
660.0455,-4.17675
660.5277,-4.16763
661.0098,-4.15726
661.4919,-4.14563
661.9741,-4.13295
662.4562,-4.11962
662.9384,-4.10601
663.4205,-4.09243
663.9026,-4.0789
664.3848,-4.06525
664.8669,-4.05115
665.3491,-4.03625
665.8312,-4.0203
666.3134,-4.00325
666.7955,-3.98523
667.2776,-3.96649
667.7598,-3.94733
668.2419,-3.92808
668.724,-3.90908
669.2062,-3.89064
669.6883,-3.87308
670.1704,-3.85667
670.6526,-3.84161
671.1347,-3.82791
671.6168,-3.81539
672.099,-3.80367
672.5811,-3.79218
673.0632,-3.78034
673.5454,-3.76759
674.0275,-3.75352
674.5096,-3.73792
674.9918,-3.72075
675.4739,-3.70217
675.9561,-3.68245
676.4382,-3.66195
676.9203,-3.64107
677.4025,-3.62019
677.8846,-3.59963
678.3668,-3.57968
678.8489,-3.56052
679.3311,-3.54229
679.8132,-3.52502
680.2953,-3.50867
680.7775,-3.49313
681.2596,-3.4781
681.7417,-3.4632
682.2239,-3.4479
682.706,-3.4315
683.1881,-3.41322
683.6703,-3.39214
684.1524,-3.36728
684.6345,-3.33793
685.1167,-3.30415
685.5988,-3.26728
686.0809,-3.22957
686.5631,-3.19308
687.0452,-3.15891
687.5273,-3.12731
688.0095,-3.09809
688.4916,-3.07092
688.9738,-3.04555
689.4559,-3.02173
689.938,-2.99932
690.4202,-2.97814
690.9023,-2.95805
691.3845,-2.9389
691.8666,-2.9205
692.3488,-2.90273
692.8309,-2.88538
693.313,-2.86832
693.7952,-2.85142
694.2773,-2.8346
694.7594,-2.81783
695.2416,-2.80119
695.7237,-2.78474
696.2058,-2.76861
696.688,-2.75285
697.1701,-2.73746
697.6522,-2.72238
698.1344,-2.70746
698.6165,-2.69255
699.0986,-2.67758
699.5808,-2.66257
700.0629,-2.64775
700.545,-2.63338
701.0272,-2.61976
701.5093,-2.60707
701.9915,-2.59528
702.4736,-2.58409
702.9557,-2.57303
703.4379,-2.56142
703.92,-2.54864
704.4022,-2.53416
704.8843,-2.51771
705.3665,-2.49933
705.8486,-2.47931
706.3307,-2.45817
706.8129,-2.4365
707.295,-2.41491
707.7771,-2.39381
708.2593,-2.37347
708.7414,-2.35389
709.2235,-2.33489
709.7057,-2.31618
710.1878,-2.29751
710.6699,-2.27875
711.1521,-2.2599
711.6342,-2.24108
712.1163,-2.22247
712.5985,-2.20419
713.0806,-2.1862
713.5627,-2.16835
714.0449,-2.15035
714.527,-2.13191
715.0092,-2.11284
715.4913,-2.09312
715.9734,-2.07295
716.4556,-2.05258
716.9377,-2.03233
717.4199,-2.01245
717.902,-1.99308
718.3842,-1.97424
718.8663,-1.95591
719.3484,-1.93799
719.8306,-1.92037
720.3127,-1.90293
720.7948,-1.88551
721.277,-1.86793
721.7591,-1.84996
722.2412,-1.83137
722.7234,-1.812
723.2055,-1.79178
723.6876,-1.77077
724.1698,-1.74908
724.6519,-1.72686
725.134,-1.70427
725.6162,-1.68138
726.0983,-1.65827
726.5804,-1.63503
727.0626,-1.61176
727.5447,-1.58867
728.0269,-1.56599
728.509,-1.54397
728.9911,-1.52281
729.4733,-1.50252
729.9554,-1.483
730.4376,-1.46401
730.9197,-1.44522
731.4019,-1.4263
731.884,-1.40703
732.3661,-1.38726
732.8483,-1.36698
733.3304,-1.34625
733.8125,-1.32519
734.2947,-1.30396
734.7768,-1.28262
735.2589,-1.26119
735.7411,-1.23965
736.2232,-1.21797
736.7053,-1.19618
737.1875,-1.17439
737.6696,-1.15281
738.1517,-1.13172
738.6339,-1.1114
739.116,-1.09204
739.5981,-1.07373
740.0803,-1.05635
740.5624,-1.0397
741.0446,-1.02349
741.5267,-1.00753
742.0089,-0.99171
742.491,-0.9761
742.9731,-0.96086
743.4553,-0.94616
743.9374,-0.93213
744.4196,-0.91874
744.9017,-0.90587
745.3838,-0.89329
745.866,-0.88075
746.3481,-0.8681
746.8302,-0.85527
747.3124,-0.84233
747.7945,-0.82939
748.2766,-0.81659
748.7588,-0.80404
749.2409,-0.79181
749.723,-0.77994
750.2052,-0.76851
750.6873,-0.75752
751.1694,-0.74699
751.6516,-0.73687
752.1337,-0.72705
752.6158,-0.7174
753.098,-0.70773
753.5801,-0.69795
754.0623,-0.68807
754.5444,-0.67823
755.0266,-0.66866
755.5087,-0.65962
755.9908,-0.65132
756.473,-0.64383
756.9551,-0.63707
757.4373,-0.63083
757.9194,-0.62485
758.4015,-0.61887
758.8837,-0.61267
759.3658,-0.60613
759.8479,-0.59922
760.3301,-0.59196
760.8122,-0.58444
761.2943,-0.57673
761.7765,-0.56892
762.2586,-0.56106
762.7407,-0.55319
763.2229,-0.54532
763.705,-0.53743
764.1871,-0.52949
764.6693,-0.52149
765.1514,-0.51343
765.6335,-0.50537
766.1157,-0.49739
766.5978,-0.48957
767.08,-0.48191
767.5621,-0.47436
768.0443,-0.46678
768.5264,-0.45902
769.0085,-0.45093
769.4907,-0.44246
769.9728,-0.43369
770.455,-0.42482
770.9371,-0.41609
771.4192,-0.40776
771.9014,-0.39999
772.3835,-0.39279
772.8656,-0.38607
773.3478,-0.37964
773.8299,-0.37336
774.312,-0.36708
774.7942,-0.36077
775.2763,-0.35444
775.7584,-0.34818
776.2406,-0.34205
776.7227,-0.33608
777.2048,-0.33024
777.687,-0.32443
778.1691,-0.31857
778.6512,-0.31255
779.1334,-0.30635
779.6155,-0.29994
780.0977,-0.29338
780.5798,-0.28673
781.062,-0.28008
781.5441,-0.27356
782.0262,-0.26724
782.5084,-0.26122
782.9905,-0.25555
783.4727,-0.25024
783.9548,-0.24526
784.4369,-0.24058
784.9191,-0.23607
785.4012,-0.23162
785.8833,-0.22711
786.3655,-0.22244
786.8476,-0.21755
787.3297,-0.21241
787.8119,-0.20703
788.294,-0.20142
788.7761,-0.19559
789.2583,-0.18953
789.7404,-0.18319
790.2225,-0.17652
790.7047,-0.16948
791.1868,-0.16206
791.6689,-0.15433
792.1511,-0.14645
792.6332,-0.13861
793.1154,-0.13102
793.5975,-0.12393
794.0797,-0.11751
794.5618,-0.11187
795.0439,-0.10706
795.5261,-0.10303
796.0082,-0.09967
796.4904,-0.0968
796.9725,-0.09417
797.4546,-0.09154
797.9368,-0.08865
798.4189,-0.08527
798.901,-0.08127
799.3832,-0.07662
799.8653,-0.07148
800.3474,-0.06607
800.8296,-0.06075
801.3117,-0.05584
801.7938,-0.05163
802.276,-0.04829
802.7581,-0.04586
803.2402,-0.04423
803.7224,-0.04316
804.2045,-0.04239
804.6866,-0.04163
805.1688,-0.04067
805.6509,-0.03932
806.1331,-0.03751
806.6152,-0.03525
807.0974,-0.03261
807.5795,-0.02974
808.0616,-0.02682
808.5438,-0.02399
809.0259,-0.02138
809.5081,-0.01903
809.9902,-0.01691
810.4723,-0.01501
810.9545,-0.01325
811.4366,-0.0116
811.9187,-0.0101
812.4009,-0.00883
812.883,-0.00792
813.3651,-0.00749
813.8473,-0.00759
814.3294,-0.00819
814.8115,-0.00914
815.2937,-0.01024
815.7758,-0.01126
816.2579,-0.01199
816.7401,-0.01229
817.2222,-0.0121
817.7043,-0.01143
818.1865,-0.01039
818.6686,-0.00908
819.1508,-0.00763
819.6329,-0.00614
820.1151,-0.00469
820.5972,-0.00333
821.0793,-0.00211
821.5615,-0.00106
822.0436,-0.000208
822.5258,0.000413
823.0079,0.000755
823.49,0.000767
823.9722,0.000409
824.4543,-0.000349
824.9364,-0.00153
825.4186,-0.00312
825.9007,-0.00509
826.3828,-0.00746
826.865,-0.01018
827.3471,-0.01325
827.8292,-0.01662
828.3114,-0.02022
828.7935,-0.02397
829.2756,-0.02772
829.7578,-0.03133
830.2399,-0.0347
830.722,-0.03775
831.2042,-0.04051
831.6863,-0.0431
832.1685,-0.0457
832.6506,-0.04851
833.1328,-0.05172
833.6149,-0.05543
834.097,-0.05971
834.5792,-0.06446
835.0613,-0.06951
835.5435,-0.07463
836.0256,-0.07957
836.5077,-0.08413
836.9899,-0.08818
837.472,-0.09168
837.9541,-0.09467
838.4363,-0.09728
838.9184,-0.09964
839.4005,-0.10191
839.8827,-0.10419
840.3648,-0.10654
840.8469,-0.10901
841.3291,-0.1116
841.8112,-0.11436
842.2933,-0.11733
842.7755,-0.12051
843.2576,-0.1239
844.0,-0.12742
844.2219,-0.13094
844.704,-0.13431
845.1862,-0.13736
845.6683,-0.13998
846.1505,-0.14216
846.6326,-0.14394
847.1147,-0.14546
847.5969,-0.14687
848.0,-0.14825
848.5612,-0.14964
849.0433,-0.151
849.5254,-0.15221
850.0076,-0.1532
850.4897,-0.1539
850.9718,-0.15431
851.454,-0.15453
851.9361,-0.15468
852.4182,-0.15498
852.9004,-0.15555
853.3825,-0.15653
853.8646,-0.15796
854.3468,-0.15982
854.8289,-0.16199
855.311,-0.16436
855.7932,-0.16678
856.2753,-0.16912
856.7574,-0.1713
857.2396,-0.17333
857.7217,-0.1753
858.2039,-0.17731
858.686,-0.17947
859.1682,-0.18187
859.6503,-0.1845
860.1324,-0.18729
860.6146,-0.19016
861.0967,-0.19297
861.5789,-0.19563
862.061,-0.19813
862.5431,-0.20048
863.0253,-0.20281
863.5074,-0.20522
863.9895,-0.20785
864.4717,-0.21083
864.9538,-0.21427
865.4359,-0.21832
865.9181,-0.22305
866.4002,-0.22851
866.8823,-0.23466
867.3645,-0.2414
867.8466,-0.24851
868.3287,-0.25581
868.8109,-0.26306
869.293,-0.27018
869.7751,-0.27716
870.2573,-0.28414
870.7394,-0.29136
871.2216,-0.29909
871.7037,-0.30753
872.1859,-0.31683
872.668,-0.32705
873.1501,-0.33814
873.6323,-0.35005
874.1144,-0.36269
874.5966,-0.37597
875.0787,-0.38981
875.5608,-0.40412
876.043,-0.41883
876.5251,-0.43385
877.0072,-0.44911
877.4894,-0.46458
877.9715,-0.48029
878.4536,-0.49627
878.9358,-0.5126
879.4179,-0.52931
879.9,-0.54638
880.3822,-0.56376
880.8643,-0.58134
881.3464,-0.59901
881.8286,-0.6167
882.3107,-0.63439
882.7928,-0.65213
883.275,-0.67004
883.7571,-0.68826
884.2393,-0.70694
884.7214,-0.72616
885.2036,-0.74592
885.6857,-0.76611
886.1678,-0.78653
886.65,-0.80695
887.1321,-0.82711
887.6143,-0.84679
888.0964,-0.8659
888.5785,-0.88442
889.0607,-0.9025
889.5428,-0.92031
890.0249,-0.93809
890.5071,-0.95599
890.9892,-0.97414
891.4713,-0.99253
891.9535,-1.01112
892.4356,-1.0298
892.9177,-1.04847
893.3999,-1.06708
893.882,-1.0856
894.3641,-1.1041
894.8463,-1.12263
895.3284,-1.14128
895.8105,-1.16006
896.2927,-1.17897
896.7748,-1.19798
897.257,-1.21704
897.7391,-1.23607
898.2213,-1.25504
898.7034,-1.27391
899.1855,-1.29269
899.6677,-1.31142
900.1498,-1.33014
900.632,-1.3489
901.1141,-1.36773
901.5962,-1.38667
902.0784,-1.4057
902.5605,-1.42485
903.0426,-1.44405
903.5248,-1.46327
904.0069,-1.48246
904.489,-1.50156
904.9712,-1.52053
905.4533,-1.53936
905.9354,-1.55804
906.4176,-1.57657
906.8997,-1.59498
907.3818,-1.61331
907.864,-1.63161
908.3461,-1.6499
908.8282,-1.66819
909.3104,-1.68647
909.7925,-1.70471
910.2747,-1.72289
910.7568,-1.74097
911.239,-1.75894
911.7211,-1.7768
912.2032,-1.79459
912.6854,-1.81237
913.1675,-1.83019
913.6496,-1.84811
914.1318,-1.86614
914.6139,-1.8843
915.096,-1.90256
915.5782,-1.92089
916.0603,-1.93923
916.5424,-1.95751
917.0246,-1.97572
917.5067,-1.99383
917.9888,-2.01194
918.471,-2.03014
918.9531,-2.0486
919.4352,-2.06746
919.9174,-2.08682
920.3995,-2.10671
920.8817,-2.12709
921.3638,-2.14782
921.8459,-2.16877
922.3281,-2.18983
922.8102,-2.21097
923.2924,-2.23227
923.7745,-2.25387
924.2567,-2.27593
924.7388,-2.29855
925.2209,-2.32176
925.7031,-2.34548
926.1852,-2.36961
926.6673,-2.39398
927.1495,-2.41849
927.6316,-2.4431
928.1137,-2.46783
928.5959,-2.49276
929.078,-2.51796
929.5601,-2.5435
930.0423,-2.56939
930.5244,-2.59561
931.0065,-2.62215
931.4887,-2.64895
931.9708,-2.67598
932.4529,-2.70319
932.9351,-2.73051
933.4172,-2.75786
933.8994,-2.78519
934.3815,-2.81245
934.8636,-2.83965
935.3458,-2.86689
935.8279,-2.89427
936.3101,-2.92199
936.7922,-2.95018
937.2744,-2.97896
937.7565,-3.00835
938.2386,-3.03833
938.7208,-3.06881
939.2029,-3.09967
939.685,-3.13079
940.1672,-3.16204
940.6493,-3.19334
941.1314,-3.22463
941.6136,-3.25593
942.0957,-3.28728
942.5778,-3.31876
943.06,-3.35046
943.5421,-3.38248
944.0242,-3.41485
944.5064,-3.4476
944.9885,-3.48067
945.4706,-3.51399
945.9528,-3.54749
946.4349,-3.5811
946.9171,-3.61485
947.3992,-3.64876
947.8813,-3.68291
948.3635,-3.71737
948.8456,-3.75222
949.3278,-3.78753
949.8099,-3.82338
950.2921,-3.85979
950.7742,-3.8968
951.2563,-3.93441
951.7385,-3.97259
952.2206,-4.0113
952.7027,-4.05044
953.1849,-4.08997
953.667,-4.12986
954.1491,-4.17016
954.6313,-4.21097
955.1134,-4.25245
955.5955,-4.29472
956.0777,-4.33788
956.5598,-4.38195
957.0419,-4.42687
957.5241,-4.47258
958.0062,-4.51896
958.4883,-4.56592
958.9705,-4.61341
959.4526,-4.66143
959.9348,-4.71002
960.4169,-4.75918
960.899,-4.80895
961.3812,-4.8593
961.8633,-4.91022
962.3455,-4.96165
962.8276,-5.01358
963.3098,-5.06595
963.7919,-5.11877
964.274,-5.17205
964.7562,-5.22585
965.2383,-5.28028
965.7204,-5.33541
966.2026,-5.39131
966.6847,-5.448
967.1668,-5.50539
967.649,-5.56335
968.1311,-5.62172
968.6132,-5.68029
969.0954,-5.73893
969.5775,-5.79754
970.0596,-5.85609
970.5418,-5.91461
971.0239,-5.97311
971.506,-6.03161
971.9882,-6.09009
972.4703,-6.14851
972.9525,-6.20684
973.4346,-6.26507
973.9167,-6.32315
974.3989,-6.38108
974.881,-6.4388
975.3632,-6.49625
975.8453,-6.55338
976.3275,-6.61008
976.8096,-6.66634
977.2917,-6.72212
977.7739,-6.77748
978.256,-6.83242
978.7381,-6.88702
979.2203,-6.94128
979.7024,-6.9952
980.1845,-7.04876
980.6667,-7.10196
981.1488,-7.15482
981.6309,-7.20736
982.1131,-7.25956
982.5952,-7.31135
983.0773,-7.36262
983.5595,-7.41326
984.0416,-7.46314
984.5237,-7.51221
985.0059,-7.5605
985.488,-7.60811
985.9702,-7.65516
986.4523,-7.70179
986.9344,-7.74802
987.4166,-7.79381
987.8987,-7.83906
988.3809,-7.88362
988.863,-7.92744
989.3452,-7.97048
989.8273,-8.01276
990.3094,-8.05434
990.7916,-8.09526
991.2737,-8.13552
991.7558,-8.17511
992.238,-8.21402
992.7201,-8.25225
993.2022,-8.28982
993.6844,-8.32683
994.1665,-8.36338
994.6486,-8.39952
995.1308,-8.4353
995.6129,-8.47072
996.095,-8.50574
996.5772,-8.54032
997.0593,-8.57447
997.5414,-8.60813
998.0236,-8.64124
998.5057,-8.67373
998.9879,-8.70546
999.47,-8.73631
999.9521,-8.76617
1000.434,-8.79499
1000.916,-8.82276
1001.399,-8.84956
1001.881,-8.87544
1002.363,-8.90047
1002.845,-8.92469
1003.327,-8.94814
1003.809,-8.97089
1004.291,-8.99305
1004.773,-9.01481
1005.256,-9.03633
1005.738,-9.05775
1006.22,-9.07908
1006.702,-9.10026
1007.184,-9.12112
1007.666,-9.14148
1008.148,-9.16115
1008.631,-9.18005
1009.113,-9.19819
1009.595,-9.2156
1010.077,-9.23238
1010.559,-9.24862
1011.041,-9.26434
1011.523,-9.27959
1012.006,-9.29443
1012.488,-9.3089
1012.97,-9.32309
1013.452,-9.33701
1013.934,-9.35066
1014.416,-9.36392
1014.898,-9.37668
1015.381,-9.38879
1015.863,-9.40017
1016.345,-9.41082
1016.827,-9.42081
1017.309,-9.4303
1017.791,-9.43942
1018.273,-9.44825
1018.755,-9.45678
1019.238,-9.46495
1019.72,-9.47264
1020.202,-9.47972
1020.684,-9.48611
1021.166,-9.49174
1021.648,-9.49657
1022.13,-9.50055
1022.613,-9.50371
1023.095,-9.50598
1023.577,-9.50741
1024.059,-9.50803
1024.541,-9.50789
1025.023,-9.50706
1025.505,-9.50556
1025.988,-9.50335
1026.47,-9.50036
1026.952,-9.49646
1027.434,-9.49154
1027.916,-9.48551
1028.398,-9.47835
1028.88,-9.47004
1029.363,-9.46062
1029.845,-9.45009
1030.327,-9.43848
1030.809,-9.42579
1031.291,-9.41208
1031.773,-9.39739
1032.255,-9.38178
1032.738,-9.3653
1033.22,-9.34797
1033.702,-9.32972
1034.184,-9.31048
1034.666,-9.29017
1035.148,-9.26874
1035.63,-9.24621
1036.112,-9.22274
1036.594,-9.19848
1037.077,-9.17355
1037.559,-9.14801
1038.041,-9.12175
1038.523,-9.09456
1039.005,-9.06619
1039.487,-9.0364
1039.969,-9.00504
1040.452,-8.97213
1040.934,-8.93782
1041.416,-8.90237
1041.898,-8.86608
1042.38,-8.82922
1042.862,-8.792
1043.344,-8.75452
1043.827,-8.71683
1044.309,-8.67891
1044.791,-8.64065
1045.273,-8.60196
1045.755,-8.56272
1046.237,-8.52282
1046.719,-8.48224
1047.202,-8.44097
1047.684,-8.39909
1048.166,-8.35668
1048.648,-8.31384
1049.13,-8.27066
1049.612,-8.2272
1050.094,-8.18348
1050.577,-8.13954
1051.059,-8.09544
1051.541,-8.05126
1052.023,-8.00713
1052.505,-7.96317
1052.987,-7.91952
1053.469,-7.87626
1053.951,-7.83348
1054.434,-7.79127
1054.916,-7.7497
1055.398,-7.70885
1055.88,-7.66881
1056.362,-7.62961
1056.844,-7.59122
1057.326,-7.55358
1057.809,-7.51655
1058.291,-7.47998
1058.773,-7.44371
1059.255,-7.40763
1059.737,-7.37168
1060.219,-7.33579
1060.701,-7.29987
1061.184,-7.26385
1061.666,-7.22763
1062.148,-7.19112
1062.63,-7.1543
1063.112,-7.11717
1063.594,-7.07977
1064.076,-7.04217
1064.559,-7.00444
1065.041,-6.96656
1065.523,-6.92853
1066.005,-6.89027
1066.487,-6.85172
1066.969,-6.81286
1067.451,-6.77377
1067.933,-6.73456
1068.416,-6.69538
1068.898,-6.65639
1069.38,-6.61773
1069.862,-6.57944
1070.344,-6.54155
1070.826,-6.504
1071.308,-6.46672
1071.791,-6.42967
1072.273,-6.39282
1072.755,-6.3562
1073.237,-6.31988
1073.719,-6.28394
1074.201,-6.24843
1074.683,-6.21337
1075.166,-6.17874
1075.648,-6.14441
1076.13,-6.11027
1076.612,-6.07618
1077.094,-6.04203
1077.576,-6.00777
1078.058,-5.97347
1078.541,-5.93922
1079.023,-5.90518
1079.505,-5.8715
1079.987,-5.83832
1080.469,-5.80577
1080.951,-5.77394
1081.433,-5.74291
1081.916,-5.71272
1082.398,-5.68338
1082.88,-5.65486
1083.362,-5.62705
1083.844,-5.59983
1084.326,-5.57297
1084.808,-5.54626
1085.29,-5.51949
1085.772,-5.49253
1086.255,-5.46529
1086.737,-5.43775
1087.219,-5.40992
1087.701,-5.38182
1088.183,-5.35345
1088.665,-5.32478
1089.147,-5.29577
1089.63,-5.26633
1090.112,-5.2364
1090.594,-5.20592
1091.076,-5.17488
1091.558,-5.1433
1092.04,-5.1112
1092.522,-5.07866
1093.005,-5.04576
1093.487,-5.01261
1093.969,-4.97928
1094.451,-4.94586
1094.933,-4.91236
1095.415,-4.87877
1095.897,-4.84502
1096.38,-4.81107
1096.862,-4.77687
1097.344,-4.7424
1097.826,-4.70771
1098.308,-4.67292
1098.79,-4.63817
1099.272,-4.60363
1099.755,-4.56947
1100.237,-4.5358
1100.719,-4.50271
1101.201,-4.47021
1101.683,-4.43824
1102.165,-4.40673
1102.647,-4.3755
1103.129,-4.34437
1103.612,-4.31318
1104.094,-4.28178
1104.576,-4.25011
1105.058,-4.21818
1105.54,-4.18605
1106.022,-4.15382
1106.504,-4.12156
1106.987,-4.08934
1107.469,-4.05716
1107.951,-4.02497
1108.433,-3.9927
1108.915,-3.96032
1109.397,-3.92779
1109.879,-3.89516
1110.362,-3.86247
1110.844,-3.82979
1111.326,-3.79718
1111.808,-3.76466
1112.29,-3.73225
1112.772,-3.69987
1113.254,-3.66744
1113.736,-3.63482
1114.219,-3.60183
1114.701,-3.56831
1115.183,-3.53412
1115.665,-3.49914
1116.147,-3.46335
1116.629,-3.42678
1117.111,-3.38957
1117.594,-3.35191
